No,Teks,Sentimen,Confidence
3911,"Sangat direkomendasikan untuk mengunjungi Mesjid Baiturrahman di Banda Aceh. Keindahannya luar biasa, dan atmosfernya begitu menenangkan.",Positif,99.98%
3912,"Icon kota Banda Aceh . Destinasi no 1 wajib dikunjungi. Sudah banyak berbenah . Parkiran di basement luas dan bagus. Jangan lupa niatkan i'tikaf saat di masjid",Netral,86.32%
3913,"Cakep pisan euy. Bagi kalian yang main ke Banda Aceh, singgah aja ke Masjid ini. Tapi kenakan pakaian yang sopan ya. Ikuti aturan yang berlaku. Selamat beribadah dan selamat liburan",Positif,94.35%
3914,"Saya datang ke mesjid ini di subuh hari Jumat. Sangat senang karena imam membaca surah sajdah. Arsitektur mesjid ini terlihat sangat megah. Memiliki nilai sejarah yang sangat tinggi.",Positif,99.93%
3915,"Masjidnya sangat indah, luas, bersih, dan rapi Tempat parkirnya juga bagus Saya sangat suka kemari Buat kalian yang mengunjungi aceh Ini adalah salah satu destinasi yang wajib ada di catatan kalian Wajib dikunjungi",Positif,99.99%
3916,"Bersih, nyaman, shahdu untuk beribadah..",Positif,99.95%
3917,"Masjid Raya Baiturrahman adalah Masjid terindah dan terbesar yang pernah saya kunjungi. Baru kali ini liat masjid ada eskalator nya + fasilitas yang super lengkap. Pokoknya SUBHANALLAH BANGET. ALLAHU AKBAR.",Positif,99.98%
3918,"Tamannya dikelilingi oleh marmer jadi tidak panas dan terasa sejuk dan menenangkan. jika anda berkunjung ke Aceh harus singgah di Masjid Baiturrahman ini.",Positif,99.19%
3919,"Mesjid kebanggaan rakyat aceh, parkir bawah tanah luas khusus untuk mobil, mukena uang disediakan bersih2, tempat wudhu baik,",Positif,99.87%
3920,"Sangat indah",Positif,99.92%
3921,"Tempat Wudhu sama Toilet ada di lorong/di sebut Ground floor. parkir motor sama mobil juga ada di bawah Halaman Masjid",Netral,99.88%
3922,"Luar biasa keren, adem, bersih..",Positif,99.95%
3923,"Masjid ini menyimpan sejarah dimasa dahulu,hingga kini masjidnya tetap kokoh. Semoga,masjid ini tetap terus bertahan hingga tiba masanya. Aamiin yaa rabbal 'aalamiin.....",Positif,99.99%
3924,"Nyaman sejuk indah dan damai",Positif,98.02%
3925,"Mesjidnya luar biasa indahnya.. biasanya hanya meliat di tipi2, tp sekarang bisa berkunjung langsung. Pintu masuknya dipisah antara wanita dan pria..",Positif,99.88%
3926,"Mesjid Raya Baiturrahman merupakan Icon termegah yang ada di Kota Banda Aceh, rasanya tak sempurna jika berkunjung ke Banda Aceh kalau tidak singgah ke tempat yang satu ini.",Netral,49.84%
3927,"Sangat adem sholat disini, fasilitas masjid setingkat Mall mewah, ada parkir bawah tanahnya, ada payung besar seperti masjid nabawi",Positif,99.90%
3928,"""Mesjid kebanggaan rakyat Aceh, adem, indah, desain menarik bagus untuk spot foto. Tentunya juga jangan lupa sholat sunnah disana lebih dahulu ya sebelum beraktifitas""",Positif,89.93%
3929,"Sangat bagus, nyaman dan bersih",Positif,99.85%
3930,"Uda ke serambi Mekah INSYAALLAH segera ke Mekah AMIN",Positif,99.95%
3931,"parkiran mobil di lantai bawah, nyaman banget disini",Positif,99.90%
3932,"Rumah ibadah yg menenang hati. Sayang yg berkunjung ke banda..tidak sholat di mesjid ini",Negatif,99.18%
3933,"Mesjid kebanggaan masyarakat aceh, luas bersih dan nyaman",Positif,99.97%
3934,"dulu ketika saya cari peta palestina langsung di arahkan google map ,sekarang mencari negara palesrina sudah tidak ada lagi.",Negatif,92.55%
3935,"Alhamdulillah Ya Rabb engkau memberikan keindahan n ke istimewaan rumah mu indah setelah Tsunami ditahun yg lalu terjadi di Aceh.",Positif,72.74%
3936,"Best place At Aceh. Mesjid sarat dengan sejarah pada masa perjuangan Aceh terdahulu.. Dan sekarang jadi sangat bagus, dengan perubahan sentuhan ala mesjid Madinah di Arab sanam Pastikan anda sudah shalat dan mengunjungi destinasi mesjid ini..😁😁",Netral,62.80%
3937,"Rumah Allah SWT yg sangat indah dan luar biasa",Positif,99.92%
3938,"mesjid ini merupakan salah satu iconic di Aceh, juga banyak di kunjungi touris lokal maupun luar",Positif,79.96%
3939,"Tempat ibadahnya nyaman dan sejuk, pemandangannya MasyaAllah bagus sekali",Positif,99.98%
3940,"Tempat yang seharusnya untuk ibadah, tapi jadi tempat selfie untuk status sosial. Kalau diluar ruang masih ok lah, tapi kalau di dalam masjidpun jadi tempat ajang selfie,.. MIRIS..",Negatif,99.98%
3941,"Ini adalah salah satu masjid tertua di indonesia dan sekaligus tempat ibadah umat islam,salah satu destinasi wisata aceh juga yg sangat melegenda,maajid ini di bangun pada masa sultan iskandar muda.",Netral,99.95%
3942,"Ini rumah ibadah paling nyaman di Aceh, bagi orang luar yang pingin kali ibadah terutama bagi orang islam, datanglah ke sini,paling dingin mesjid ini, subhanallah mesjid yg di bangun dengan mewah,mempunyai fasilitas yang lengkap akan nyaman bagi anda.",Positif,99.93%
3943,"Subhanallah... Saksi sejarah bumi rencong",Netral,98.96%
3944,"Saya Pernah Kesini 4 Tahun Yang Lalu Tapi Disini Pernah Kena Bencana Alam Tsunami Aceh 2004",Netral,99.50%
3945,"Nyaman tenang bersih.",Positif,98.42%
3946,"Destinasi utama kalo ke aceh",Netral,99.97%
3947,"Mesjid terindah di serambi mekah",Positif,98.38%
3948,"Tempat ibadah yg nyaman dan wisata islami",Positif,99.97%
3949,"Masjidnya luas, menjadi ikon kota Banda Aceh, kalau ke Aceh, salah satu tempat yang wajib dikunjungi adalah Masjid Raya Baiturrahman",Positif,99.70%
3950,"Tempat ibadah yg mirip dengan tempat ibadah di tanah suci, memberikan ketenangan lahir dan bathin utk berdiam lebih lama terutama utk waktu sholat subuh, magrib dan isya, sambil berzikir sekaligus menikmati suasana yg membuat hati nyaman, i love this place...",Positif,99.99%
3951,"Tempat yg bagus untuk dikunjungi. Iconic dan historic. Tapi untuk salat di sini agak sedikit repot.. letak tempat parkir, tempat wudhu, dan area salat berjauhan. Jadi not so comfortable untuk daily visit.",Negatif,51.57%
3952,"bersejarah, indah dan megah",Positif,75.24%
3953,"Amazing... Sungguh indah keagungan Mu ya Allah",Positif,99.95%
3954,"Ke Banda Aceh wajib singgah dan sholat di sini",Netral,99.97%
3955,"Selalu ingin kesini terus",Positif,99.78%
3956,"Jangan lewatkan mampir di Icon nya kota banda Aceh, bahkan menjadi icon Aceh yaitu masjid Raya Baiturrahman 😍,, sejuk hati terasa ketika berkunjung ke masjid Baiturrahman untuk menunaikan sholat,,",Netral,66.34%
3957,"iconnya provinsi aceh (mesjid raya baiturrahman)",Netral,99.81%
3958,"bbrp bangunan mirip sekali dgn mesjid nabawi",Netral,99.75%
3959,"Aneh nya kenape, ACEH INGIN MERDEKA KENAPAAA!! AKU INGIN ACEH KE INDONESIA BUKAN MENGIBARKAN BENDERA ACEH HARUS INDONESIA🇮🇩 DAN AKU INGAT ACEH HANYA LAH PROVINSI INDONESIA PILSS YA ALLAH,",Negatif,99.99%
3960,"Saat begitu tiba dan masuk pekarangan mesjid rasanya adem,tenang,nyaman.mesjid raya baiturrahman kebanggaan rakyat aceh",Positif,99.97%
3961,"Adem..luas...sekarang lg di renov",Netral,99.81%
3962,"Masjid yg luput dari terjangan tsunami 26 des 2004",Netral,99.86%
3963,"Mesjid terindah di dunia...terletak di jantung kota Banda Aceh. Bukti sejarah panjang Islam di Aceh. Perlambang bahwa Islam rujukan utama dalam semua aspek kehidupan warga Aceh.",Positif,99.93%
3964,"Mesjid yang indah dan nyaman. Mesjid yang bersejarah yang menjadi saksi perjuangan dan perlawanan rakyat Aceh melawan penjajah Belanda. Mesjid yang pernah menjadi mesjid terindah dan terbesar di Asia Tenggara.",Positif,99.84%
3965,"Kalau kekota banda aceh wajib kemasjid ini",Netral,99.95%
3966,"Mesjid kebanggaan Aceh, penuh sejarah sudah menjalani renovasi beberapa kali. Renovasi terakhir dengan menambah payung raksasa di halaman menambah keindahan mesjid ini",Positif,72.68%
3967,"Masjid Raya Baiturrahman. Dari sudut yang berbeda.",Netral,99.98%
3968,"Tempat yg sangt mnjdikan insprasi",Netral,65.53%
3969,"Masjid Indah dan bersejarah di Banda Aceh. Masjid yang selamat dan menjadi tempat perlindungan warga saat bencana Tsunami. Kini jadi salah satu ikon wisata religi di Banda Aceh",Positif,99.98%
3970,"Saya menyukai tempat ini karena memang, untuk lokasi dan juga tempatnya sangatlah strategis, untuk masjidnya sendiri pun semakin diperbaiki dan juga memang menjadi salah satu tempat yang dituju untuk didaerah Aceh",Positif,99.99%
3971,"Masjid yang sangat asri, bangunannya megah dan luas",Positif,99.97%
3972,"Masjid nya bersih",Positif,99.96%
3973,"Karna mesjid ini adalah saksi sejarahnya islam pertama menginjak di tanah rencong n munculnya seorang aulia yg bernama syeich abdurrauf bin ali alfansuri",Netral,99.94%
3974,"Masjid Raya ini setelah direnovasi, jadi makin gagah dan bagus untuk foto"". Area di dalam masjidnya lega, sirkulasi udaranya juga bagus. Jadi nyaman untuk beribadah di sini",Positif,99.99%
3975,"tempat nya bagus banyak tamu dari luar Aceh datang berwisata sambilan sholat subuh berjamaah tetap harus dipertahkan lagi kedepanya agara lebih rame",Positif,99.98%
3976,"Tempat wajib yang harus dikunjungi di banda aceh",Netral,99.95%
3977,"Masjid Baiturrahman adalah masjid yang menjadi ikon kota Aceh dan menjadi satu-satunya masjid yang masih berdiri tegak saat terjadi tsunami tahun 2004 yang lalu. Masjid Baiturrahman menjadi masjid kebanggan masyarakat Aceh dan masyarakat seluruh Indonesia. Karena dengan masjid ini, kota Aceh mendapat julukan sebagai ""Serambi Mekkah"".",Positif,99.94%
3978,"Mesjid yang religius dan bernuansa Islam Aceh Tempoe dulu yang sudah menjadi sejarah bangsa ini pernah berjaya pada masanya hingga akhir masa..amiin",Positif,99.92%
3979,"Mesjid paling bagus dan paling termegah di aceh paling rame bersih bagus adem paling luas enak habis sholat bersantai sejenak menikmati suasana tenang di dalam mesjid membuat betah berlama-lama di dalamnya",Positif,99.96%
3980,"Menyenangkan dan iconic..",Positif,99.98%
3981,"Masjid Raya Baiturrahman Banda Aceh Dulu di hantam Tsunami Aceh/ gempa Aceh Pada tanggal 26 Desember 2004 lalu",Netral,96.11%
3982,"Masjid terbaik di Indonesia",Positif,99.98%
3983,"Ass WW ... ada apa dengan ? .. pembongkaran halaman Baiturrahman .. dengan kamuplase pembangunan payung terpal ... mohon ditelaah dengan seksama banyak sekali peninggalan sejarah yg berada dibawah permukaan tanah di halan MB tsb ... demikian yg saya ketahui dari hati yg sangat dalam ..trimks ..Wlsm .",Netral,99.70%
3984,"Ibadah nyaman Pemandangan bagus",Positif,99.67%
3985,"Sangat nyaman. Parkir di lantai bawah terhubung langsung dengan halaman masjid, yang mampu menampung ribuan jamaah. Tata halaman yang indah. Keaejukan dan ketenangan saat beribadah.",Positif,99.93%
3986,"Subhanallah Masjid yang sangat indah, bersih, nyaman dan megah",Positif,99.98%
3987,"Mesjid nya Aceh",Positif,84.62%
3988,"Tempatnya sudah sangat jauh berbeda dgn yang dulu. Sangat akan lebih khusu' saat melakukan ibadah👍👍💖💖💖. Semoga semua mendapat amal ibadah yang baik di sisi allah swt.... Amiiiiiiiin.......",Positif,99.95%
3989,"Masjidnya megah dan indah. Halamannya yang luas bisa dipakai untuk shalat, lantai pakai marmer. Penitipan Alaa kaki berada di pintu masuk halaman.",Positif,99.72%
3990,"Senja menuju magrib dan isya...🕌",Netral,99.94%
3991,"Wisata Islami nomor satu di Aceh.",Netral,90.71%
3992,"Mesjid bersejarah kebanggaan ureung Aceh yg menjadi saksi perjuangan bangsa melawan penjajah Belanda di Bumoe Aceh. Allahu Akbar",Positif,99.45%
3993,"Masjid sangat indah dengan arsitektur mengagumkan, sangat nyaman, sejuk dan betah berlama lama saat menjalnkan ibadah shalat.",Positif,99.95%
3994,"Tempat sholat yg paling adem, sejuk dan nyaman dan juga tempat yang bersejarah",Netral,99.79%
3995,"Mesjid megah luar biasa",Positif,99.93%
3996,"Aceh iconic mosque ever! mesjid kebanggaan rakyat aceh. salah satu destinasi wisata (religi) bila hendak berkunjung ke banda aceh. must in list! Nice grand mosque",Positif,99.91%
3997,"mesjid terbesar di aceh kebanggaan rakyat aceh dgn nilai sejarah yg pekat dan mesjid yg tak terkena bencana tsunami padahal bangunan disekitarnya habis tergerus...",Positif,74.16%
3998,"Mesjid raya baiturrahman banda aceh merupakan sebuah mesjid yg letak nya ditengah tengah kota merupakan kebanggaan masyarakat aceh dan menjadi tempat wisata religius bagi manca negara yang akan berkunjung",Positif,99.96%
3999,"Tempat parkir cukup nyaman Dan luad seperi parkir di mall. Apakah ada tempat wudhu yg lebih dekat ke masjid karena tempat wudhu yg di bawah cukup jauh?",Netral,99.95%
4000,"Tempat ibadah yg adem sejuk",Positif,95.48%
4001,"Tempaatnya luar biasa bersih, tertata rapi jugaa, dan yg paling menarik wanita di wajibkan memakai rok jika ingin memasuki kawasan masjid",Positif,80.02%
4002,"Tempat ibadah, wisata religi, tempat parkirnya dibawah tanah dan mesjidnya besar juga halamannya sangat luas bisa duduk dihalaman untuk menikmati pemandang yg sangat indah di malam hari.",Positif,97.27%
4003,"Masya Allah bisa berkunjung ke masjid yang menjadi saksi kebesaran Allah taala",Positif,99.98%
4004,"Masjid nya bagus indah dan ikonik Hanya tolong dong toilet nya jangan dipakai mandi jadi antri & lama nunggu nya",Negatif,99.98%
4005,"Sudah banyak perubahan sejak pertama kali ke sana.. Mulai dr fasilitas tempat parkir, area wudhu di tambah payung tenda yg menambah keindahan area Masjid",Positif,93.18%
4006,"suasananya tenag dan megah. keren banget",Positif,99.97%
4007,"Ruang sholat bersih dan sejuk toilet dan tempat wuduk bersih, halaman masjid bersih, megah, ditengah kota",Positif,99.92%
4008,"Masjid begitu berarti bagi saya dan tentunya untuk masyarakat aceh😊 masjid penuh sejarah❤️❤️❤️ tempat wisata halal terbaik",Positif,99.99%
4009,"Tempat yang nyaman dan indah",Positif,99.98%
4010,"Sejak direnovasi, masjid sudah banyak dikunjungi buat wisata... Tapi saya sendiri tetap lebih suka masjid raya versi lama... Hijau dengan rerumputan dan pohon dimana-mana",Netral,99.72%
4011,"ALHAMDULILLAH sudah bertambah ilmu lagi,jangan lupa datang setiap malam selasa dan malam jumat karna ada zikir dan ceramah oleh ustaz"" sanad nya sangat tinggi.di mesjid raya baiturrahman,kota banda aceh",Positif,99.93%
4012,"Mesjid kebanggaan masyarakat Aceh, bagi yang ingin berfoto, jaga norma-norma dan adat istiadat orang aceh, khusus yang muslim jangan hanya foto, shalat jangan lupa",Netral,91.40%
4013,"Tempat yang wajib dikunjungi ketika ke banda aceh..",Netral,99.97%
4014,"Wc nya kurang nyaman. Banyak y sudah rusak.",Negatif,99.99%
4015,"Masya Allah. Tabarakallah. Nice place",Positif,99.98%
4016,"Masjid raya Baiturrahman mempunyai cerita tersendiri waktu terjadinya tsunami di Aceh...dan untuk masuk ke kawasan masjid harus berbusana muslim...",Netral,99.98%
4017,"MasyaAllah sangat indah dan nyaman untuk ibadah",Positif,99.96%
4018,"Setelah melihat langsung kebesaran Allah .sunami yang begitu dasyatnya melulu lantakan bangunan sekitarnya mesjid tetap kokoh.",Positif,99.95%
4019,"masjid luas,penuh sejarah dalam perkembangan aceh dan juga kehidupan religi yang semakin pesat.",Netral,99.47%
4020,"Mesjid terbesar, termegah, terbagus di Aceh.",Netral,99.71%
4021,"Sangat bersih dan sangat luas, parkiran luas seperti parkiran mall besar. Wajib berpakaian muslim masuk kesini.",Positif,99.82%
4022,"Masjid kebanggaan Masyarakat Aceh, kurang lengkap rasanya jika berkunjung ke Banda Aceh tidak meluangkan waktu untuk mampir&sholat di masjid ini.",Netral,97.63%
4023,"Tempat favorit untuk mengajak keluarga shalat, bermain dan menikmati suasana sore dan malam di tempat yg religius",Positif,99.62%
4024,"Masjid yang menjadi kebanggaan rakyat aceh dan merupakan tempat yang sangat bersejarah dalam mempertahankan wilayah aceh dari penjajah kolonial belanda....",Positif,99.62%
4025,"Zaman sebelum masjid raya ini direnovasi saya sering kali ke sini bahkan hampir tiap minggu tapi sejak direnovasi, sakralnya itu sudah berkurang",Negatif,99.74%
4026,"Masjid Raya Banda Aceh. Selalu membuat kangen suasananya",Netral,99.66%
4027,"Sebaik_baik tempat di muka. Bumi adalah Mesjid, ( yakni Rumah ALLAH AZA WAJALLAH ) maka bertamulah ke rumah_NYA. MBR kebanggaan ummat yang beriman di ATJEH dulu dan Sekarang.",Positif,99.90%
4028,"Masya Allah...mesjid yg jadi copyannya mesjid di madinah...fasilitas seperti hotel bintang 3...sangat sejuk didalam...sangat bersih Ramai anak2 bermain...i love it",Positif,99.98%
4029,"Secara umum bagus, tempat wudhu yg agak jauh.",Netral,61.77%
4030,"Kalau ke Banda Aceh belum ke mesjid ini, belum sah ke Banda nya hehe.. Kalian harus menikmati suasana shalat di mesjid ini ya gaes..rasanya adem, dan ngak pen pulang.",Positif,94.52%
4031,"Ornamen yang sangat berkelas",Positif,99.44%
4032,"Bagus nyaman subhanallah shalat khusyu banget masuk ke dalam mesjid merinding banget krna mesjid Kramat",Positif,97.86%
4033,"Alhamdulillah mengingatkan saya di Masjid Nabawi",Netral,92.70%
4034,"Fasilitas ok bgt. Bagi perempuan yang saat memasuki wilayah masjid masih mengenakan celana , dipinjami rok oleh pengurus masjid.",Positif,99.80%
4035,"Mesjid terindah di Asia Tenggara",Positif,99.83%
4036,"Nyaman sekali berada di dalamnya",Positif,99.92%
4037,"🥹 ma syaa Allah",Positif,97.94%
4038,"Mesjid Raya baiturrahman Banda Aceh adalah tempat bersejarah, tempat jenderal Koehler tewas ketika bertempur dengan rakyat Aceh pada abad 18 Yaitu di depan sebuah potong keutapang. Anda mungkin kagum kepada rakyat Aceh. Setelah Kohler tewas dia di kubur di kheerkhoff dekat museum Tsunami sekarang",Netral,53.14%
4039,"Subhanllah cantik masjidnya dan lantainya dari marmer seperti di masjidil haram. Tapi sayang beberapa orang makan & minum di lantai dekat masjid, padahal sudah ada tulisannya dilarang makan atau minum.",Negatif,99.90%
4040,"Mesjid nomor 1 di serambi mekkah aceh",Netral,99.94%
4041,"Masya Allah mesjid yg cantik bgt..",Positif,98.70%
4042,"Waktu aku di masjid raya",Netral,99.86%
4043,"Masjid nyaa baguss..nyaman..",Positif,99.98%
4044,"Tidak ada sarung dan mukena untuk traveler yang tidak bawa sarung/memakai celana pendek. Tersedia jubah untuk pengunjung yang beragama non Islam. Tempat wudhu dan toilet bersih.",Netral,99.58%
4045,"Masjid Raya Baiturrahman sangat luar biasa. Bangunannya sangat indah baik di luar maupun di dalam masjid. Suasana sangat nyaman, damai dan tenang utk menjalankan ibadah.",Positif,99.98%
4046,"Nyaman untuk shalat",Positif,93.66%
4047,"Sebuah masjid raya yang sangat megah. Seperti miniatur masjid di madinah. Tempatnya bersih dan terawat. Dapat dijadikan objek wisata rohani dan beribadah",Positif,99.99%
4048,"Nyaman banget dlam melakukan ibadah",Positif,95.54%
4049,"Sangat bagus sebagai ide untuk bersantai dan menikmati waktu libur.",Positif,99.97%
4050,"Masjid Raya Baiturrahman Aceh berlokasi di pusat kota Banda Aceh, masjid yang sangat indah dan menyimpan banyak sejarah serta merupakan salah satu masjid yang selamat dari gelombang Tsunami pada desember 2004 silam",Netral,99.63%
4051,"Masjidnya bersih, tenang",Positif,99.97%
4052,"Peacefull, tempat bersejarah, bagaimana perjuangan Kerajaan aceh melawan kolonialis belanda, penjajahan jepang hingga bertahan dari amukan gelombang tsunami yg dahsyat.",Netral,98.59%
4053,"Peraturan ketat mantap bersih Alas kaki dititipkan ditempat penitipan yang telah tersedia dgn aman dan gratis Berasa kyak di mekkah😍",Positif,99.96%
4054,"Wisata islami yang sangat menyenangkan, mesjid raya adalah sebuah tempat bersejarah dan menjadi saksi bisu masa penjajahan belanda..",Netral,99.60%
4055,"Masjid megah dan besar di Aceh. Suasananya ramai tapi tidak mengganggu. Kalau ada rejeki InsyaAllah mau ke masjid ini lagi. Lokasinya dinpusat kota banda aceh",Positif,98.41%
4056,"halaman nya luas,cocok untuk bawa anak anak biar bisa bebas berlarian,mesjid nya juga sangat nyaman,luas,dingin,dan tempat wudhu nya sangat bagus",Positif,99.89%
4057,"Mesjid kebanggaan Aceh, sekaligus Icon kota banda aceh",Positif,89.39%
4058,"War biasa",Netral,81.38%
4059,"Kalo ke aceh wajib singgah selain bersih, sejarah dan keindahan arsiteknya menjadi daya tarik tersendiri",Positif,99.43%
4060,"Megah, halamannya dilapisi lantai marmer dan payung membuat pengunjung bisa bersantai di halaman tersebut. Area parkir berada dibawah tanah/ masjid.",Positif,99.91%
4061,"Destinasi wisata islami yang ada di pusat kota Banda Aceh. Mesjidnya begitu megah dengan nilai historis yang sangat luar biasa.",Netral,83.37%
4062,"Siapa yang tidak tahu mesjid raya baiturahman. Masjid bersejarah ini. Mampu menampung jamah ribuan dikala waktu ibadah tiba. Dan masjid ini memiliki sejarah yang amat sangat luar biasa",Positif,92.39%
4063,"Masa allah indah megah.tiada taranya,sulit untuk berkata2,bersujud aku di hadapan mu dimesjid banda aceh baiturrahman.tak terasa air mata menetes karena haru Akan ke indahan rumah allah serambi mekah",Positif,99.88%
4064,"Sangat indah sekali",Positif,99.94%
4065,"Masjid yang wajib dikunjungi kalau ke Banda Aceh",Netral,99.41%
4066,"사원안에는 무슬림이 아니면 못들어갑니다. 그게 좀 아쉬웠지만 인도네시아에서 본 모스크(마스지드)중에서 가장 아름다운 모스크였습니다. 규모도 상당하구요. 참고로 2004년 쓰나미때에도 피해를 입지않아서 더 유명해졌다고 하네요. 관람에 참거하세요.",Netral,97.59%
4067,"MasyaAllah, berada disini sungguh sangat menentramkan hati...tempat yang nyaman dan bersih....mendukung untuk beribadah menjadi lebih khusyuk...",Positif,99.99%
4068,"Kok skarang banyak pedagang di hlaman dlm msjid, trus pas saya prgi,wktu lantai a petugas brsihin barang dagangan a pun di lindas knp gk nnggu mrk pindahin barang dagangan a. Klau memang tdk blh jualan di dlm, kasih larangn yg tegas dikit",Negatif,99.98%
4069,"Baiturrahman Grand mosque banda aceh. Iconic landmark in aceh indonesia.",Netral,99.92%
4070,"Dari tempat parkir mobil ke mesjid, lumayan jauh, tempat ngambil uduknya juga...utk lansia agak melelahkan",Negatif,99.75%
4071,"Mesjid termegah dan terindah di Aceh",Positif,99.58%
4072,"Masjid nya bagus banget,nyaman dan parkir bawah tanah luas banget. Tempat wudhu di bawah tanah juga bersih.d dalam masjid luas dan ramai yg shalat di situ pokok nya is the best deh 👍🏻👍🏻👌🏻",Positif,99.98%
4073,"Yang belum pernah kemari, silahkan berkunjung.. Semoga Allah permudah perjalanannya menuju ke Mesjid 5 waktu 😁🙏🙏",Positif,99.91%
4074,"Sebaiknya ketika sandal sudah dilepas ketika ingin wudhu, selesai wudhu bisa langsung masuk ke masjid tanpa harus pakai sandal lagi.",Netral,99.97%
4075,"Saksi bisu tsunami aceh",Netral,99.83%
4076,"Mengingat bencana alam tsunami aceh, masjid Baiturahman Banda Aceh mengingatkan kita kepada kebesaran Nya.",Netral,99.60%
4077,"Ini adalah ""Land Mark"", di Banda Aceh. Punya banyak cerita dibalik bangunan bersejarah tersedia. Nyaman ibadah dan lancar perjalanannya.",Positif,99.93%
4078,"Adem dan sejuj",Netral,99.75%
4079,"Masjid yang sangat bagus untuk dikunjungi dari luar daerah maupun dalam daerah,masjid yang sangat bagus dan mampu menampung sangat ramaj orang,dan juga masjid yang memiliki sejarah",Positif,94.73%
4080,"Semoga kedepan makin indah n makin welcome",Positif,99.99%
4081,"Masjid Raya Baiturrahman sangat Istimewa dari berbagai perspektif, Design ,lokasi, history, dan saat ini masih menjadi Grand Mosque terindah di Asia.",Positif,99.83%
4082,"Bangunan yang sangat bersejarah di Aceh. Bukan hanya tempat ibadah, tapi juga ikonik bagi warga di Serambi Makkah.",Positif,95.87%
4083,"Sangat bersih, megah. Kebetulan kami pada saat liburan ini cuaca mendung, dan banyak angin, sehingga terasa sejuk",Positif,93.24%
4084,"Wajib sholat disini kalo ke Banda Aceh, bener-bener terjaga kebersihan dan tata tertib nya. Adem banget❤️",Positif,99.88%
4085,"Sangat nyaman, tentram dan juga dapat menyejuk dan mendamaikan hati,. Tempatnya indah panorama juga sangat menyenangkan hati.. Dan harap sangat pada pengunjung dari manapun asal, harap jagalah kebersihan sama2,..",Positif,99.15%
4086,"Rumah ibadah bersejarah buat orang Aceh. Mesjid yang masih berdiri kokoh walaupun di terjang Tsunami tahun 2004 silam.",Positif,63.23%
4087,"Masjid ini menjadi salah satu bukti kekuasaan Allah, masjid yg berdiri kokoh ketika Tsunami melanda lampu'uk.",Positif,96.84%
4088,"Bagus bersih dan luas",Positif,99.60%
4089,"Vibesnya buat buka puasa bersama tuh kece banget",Positif,99.99%
4090,"Sayang sekali masjidnya tidak terawat. Toiletnya bau lantainya licin.",Negatif,99.99%
4091,"Tempat yg indah bersih nyaman dan tentram",Positif,99.90%
4092,"Lokasinya bagus ditengah kota",Positif,99.94%
4093,"Nyaman beribadah, lingkungan bersih, menenangkan hati, tempat yang selalu mengingatkan kita akan kebesaran dan keagungan Allah SWT.",Positif,99.98%
4094,"Tempat ini gambarannya mekah bgt,, cuma sayangnya sedang ada renovasi jadi toiletnya ngantriiii bgt,, tapi adem bgt ibadah dimesjid ini,, semoga suatu saat gw bisa berkunjung kemekah bersama org2 terkasih",Positif,97.20%
4095,"suasana Magrib",Netral,99.98%
4096,"Ke banda Aceh kalo belum sholat disini rasanya ada yg kurang. Apalagi sejak ada payungnya sekedar utk duduk² saja udh buat nyaman.",Positif,90.44%
4097,"Tempat yang indah, dan terkenal di Banda aceh",Netral,99.60%
4098,"MasyaAllah banget tempatnyaa 🥰🥰",Negatif,99.98%
4099,"360 nya nih bre.. mantab men",Positif,99.96%
4100,"26 Desember 2024 Memperingati 20.th tsunami di Masjid Raya Baiturrahman",Netral,99.90%
4101,"Masjid Raya Baiturrahman adalah sebuah Masjid yang terletak di pusat kota Banda Aceh, Provinsi Aceh, Indonesia. Masjid Raya Baiturrahman adalah simbol agama, budaya, semangat, kekuatan, perjuangan dan nasionalisme rakyat Aceh. Masjid ini adalah landmark Banda Aceh dan selamat dari tsunami Samudra Hindia 2004",Netral,65.77%
4102,"Design mesjid yang begitu megah Untuk yang mau berkunjung Disarankan menggunakan hijab dan rok ( wanita) Dan view terbaik adalah malam hari..",Netral,55.40%
4103,"😍😍",Netral,74.44%
4104,"Besar. Ada payung. Tapi agak susah untuk orang tua kena jalan jauh dari parking bawah tanah. Escalator rosak. Memang cantik",Netral,77.11%
4105,"Mesjid kebanggaan orang Aceh",Positif,99.89%
4106,"Mesjid terbesar di Aceh dan menjadi Ikon utama provinsi Aceh",Positif,84.91%
4107,"Bagus dan nyaman banget",Positif,99.96%
4108,"Tempat beribadah umat islam yang luar biasa. Saya sebagai umat islam dan warga aceh merasa bersyukur dan bangga atas berdirinya masjid di bumi aceh tercinta.",Positif,99.99%
4109,"Menghadiri pernikahan anak tetangga pada hari Kamis tgl 2 Feb 2023. Suasana sejuk, nyaman",Netral,99.98%
4110,"Masjidnya bagus dan nyaman",Positif,99.98%
4111,"Kalau pengalaman pribadi yang mahu dikongsi adalah, saya sudah familiar dengan ini mesjid sejak tahun 1978 lagi, masa di sekolah menengah awal",Netral,99.96%
4112,"Mesjid Raya Baiturahman peninggalan Sultan Iskandar Muda.",Netral,99.96%
4113,"Subahallah , saya sangat bersyukur bisa menjalankan ibadah sholat di masjid kebanggan Aceh selain sebagai tempat bersejarah, masjid sangat megah dan nyaman utk beribadah",Positif,99.98%
