No,Teks,Sentimen,Confidence
3470,"Luas, bagus, apalagi arsitektur bagian depan sgt unik, sgt populer utk foto,, jgn lupa sempatkan naik ke lantai atas menaranya, bisa lihat view kota semarang.. jalan menuju tempat wudhu kemudian tempat sholat agak jauh krn mesti ke atas",Netral,92.02%
3471,"Banyak batu alam yg coplok, sampah dimana2, tempat sampah kurang",Negatif,99.97%
3472,"tempat wisata religi yang terkenal di kota Semarang.kalo hari libur dan tanggal merah rame orang berkunjung. apalagi hari besar umat islam. masijdnya besar.yang bikin menarik payung besar di depan masjid.cuma di bukanya pas hari"" tertentu. seperi idhul fitri dan idul adha. sayang jalan menuju kesini belum semuanya lebar. kadang macet.",Netral,99.96%
3473,"Masjid ini sangat indah di balut dengan arsitektur yang menawan dan megah gak bosen bosen tuk datang kesini. Tempat yang wajib di kunjungi jika jalan jalan ke kota semarang. Sudah Tempat parkir yang luas ada menaranya naik pakai lift di atas menara bisa melihat pemandangan kota semarang kereen. Kamar mandi banyaaak. Ada penitipan sandalnya",Positif,99.84%
3474,"Setiap mudik ke Semarang saya selalu menyempatkan untuk beribadah di masjid ini. tempatnya luas, nyaman dan bersih. Alunan nada imamnya seperti di TImur Tengah. Tempat parkirnya luas dan bisa jadi tempat untuk ngabuburit sebelum buka puasa... Mantap lah",Positif,99.99%
3475,"Lantai pelatarannya panas ga ngotak, lewat situ sampe melepuh telapak kaki",Negatif,99.93%
3476,"Tempat yg damaii",Positif,99.94%
3477,"Semakin kesini semakin kurang perawatan, dulu bersih sekarang sampah banyak ditemukan dimana-mana. Jalan² penghubung nya juga banyak yang rusak, kalau hujan genangan air ada dimana-mana. Toilet sering pesing jika ramai pengunjung, petugas tidak, standby disana untuk membersihkan toilet secara berkala. Semoga pihak MAJT sigap memperbaiki fasilitas-fasilitas yang ada.",Negatif,99.98%
3478,"Masjid nya bersih, luas banget dan arsitektur nya bagus, kamar mandi banyak sekali dan bersih, tempat wudhu nya banyak dan bagus bersih, parkiran nya luas banget mulai dari sepeda motor, mobi, bus yang jelas menampung jumlah banyak. Selain itu juga di sekitar ada warung makan dan pusat oleh-oleh.",Positif,99.74%
3479,"selalu kangen dan selalu menyempatkan ibadah disini saat berkunjung ke semarang",Netral,98.07%
3480,"Convention hall mesjid agung semarang sangat megah untuk acara pernikahan",Positif,99.95%
3481,"luas. megah. tempat yang nyaman untuk beribadah. ada hall yang disewakan juga.",Positif,94.47%
3482,"Okelah dinobatkan sebagai Masjid Agung Jawa Tengah, tapi tolong untuk fasilitas seperti, tempat parkir basement kalo hujan beberapa titik kena banjir, tempat wudhu sudah oke. Toilet nih banyak iklan dan vandalisme. Untuk tempat sholat dan serambi sudah sangat oke. Coba kalo di cat ulang atau di percantik lagi pasti jos",Negatif,99.78%
3483,"Masjidnya bagus, ada payung raksasa kayak yang ada di masjid nabawi dibukanya kalo ada acara2 penting aja. Ada menara nya yang bisa dijangkau naik lift. Di atas menaranya bisa liat pemandangan kota semarang dari ketinggian. Ada convention hall nya juga yang biasanya buat acara wisuda atau nikahan. Ada hotel nya juga. Parkiran luas. Tapi kalo hari minggu di depan masjid ada pasar tumpah jadi sering macet.",Positif,99.77%
3484,"Pertama kali masuk ke Masjid Agung Jawa Tengah saya sangat kagum, dan saya senang sekali karena masjid tersebut sangat indah dan menarik untuk di pandang Saat itu saya datang di hari Jumat sehingga terdapat lantunan doa doa yang sangat merdu. Bahkan ada beberapa payung depan masjid yang terbuka, yang membuat masjid semakin menarik. Saat masuk ke dalam masjid pun seperti yang saya duga,masjid sangat bersih dan terawat, karena ada petugas kebersihan yang berjaga. Di dalam masjid nya juga terdapat museum peninggalan sejarahnya 😄",Positif,99.96%
3485,"Bangunan masjid agung jawa tenggah. Area parkir sangat luas bisa menampung banyak kendaraan baik kendaraan kecil maupun besar, harga parkir motor 2.ribu dan mobil 4ribu. Terdapat dua gedung serba guna di kedua samping masjid, untuk payungnya biasanya dibuka ketika ada acara besar saja. Tempat wudhunya banyak dan toiletnya juga banyak tapi sayangnya diperlukan peremajaan fasilitas toiletnya, penitipan tas dan sepatu ada si depan tempat wudhu ini sayangnya pas saya kesana tidak ada penjaganya, dan raknya terlihat kurang besar mengingat kapasitas masjid yg begitu besar, di dalam masjid sangat luas, terdapat banyak kipas dan beberapa lcd monitor yg menampilkan info2. Secara keseluruhan tempat ini sayang jika tidak dikelola secara maksimal, terutama juga kesadaran pengunjung untuk membuang sampah, sangat banyak sampah berserakan atau karena juga kurangnya tempat sampah yg disediakan. #semarangberbenah",Netral,99.87%
3486,"mesjid terbesar di Semarang sekaligus di Jawa Tengah ini selain digunakan untuk beribadah juga sebagai tempat wisata dan juga tempat berfoto bagi pengunjung dari luar kota. Karena memang bentuknya yang unik dan bangunannya yang sangat megah. Lahan parkiran juga luas banget",Positif,99.86%
3487,"Udah ke 3 kalinya sih kesini, tapi tetep aja suka... suasananya juga nyaman...😘",Positif,99.92%
3488,"Masjidnya dari luar dan dalam bagus banget. Sebelum magrib sdh banyak yang datang meskipun sekedar u/foto2. Setiap bada magrb ada kultum meskipun bkn bulan puasa. Kamar mandi banyak, meski agak kotor, dan beberapa airnya mampet.",Positif,84.61%
3489,"Tempat wudhu cewek banyak dan luas. Tempatnya bersih. Tapi sayang banget pas sholat maghrib disana mukenanya habis, jadi gak bisa ikut jamaah. Sedih. Untuk masjid sebesar itu kayaknya perlu ditambah lagi deh stok mukenanya, kasian ibu2 yang gak bawa mukena, gak bisa ikut sholat jamaah dan harus nunggu lama baru bisa sholat",Negatif,99.93%
3490,"Tempatnya cukup mewah, untuk wisata religi, atau ibadah, walau dari pintu masuk terlalu jauh kalo jalan kaki dan akhirnya capek. Tapi bagus sekali pada saat malam hari lampunya sangat terang dan bisa buat foto-foto. Dan sedikit info saja sekitar jam 9 malam masjid ini harus steril dan sudah tidak ada pengunjung untuk berfoto. Hanya untuk ibadah. Sejauh itu pengalaman saya di masjid agung Jawa tengah",Positif,96.35%
3491,"Masjid agung yang digunakan sebagai icon provinsi jawa tengah. Masjid sangat besar dan nyaman digunakan untuk beribadah. Parkiran masjid sangat luas sekali. Kita juga bisa berwisata di menara masjid, menikmati kota semarang dari ketinggian. Perawatan masjid perlu ditingkatkan. Ada beberapa bagian masjid khususnya cat yang mengelupas dan juga sarang laba laba banyak ditemukan di area masjid.",Positif,99.06%
3492,"Sebuah tempat wisata religi sekaligus ikonik bagi Jawa Tengah. Masjid ini boleh dibilang memiliki arsitektur bangunan yang bagus dan ada beberapa bagian yang mengadopsi dari Masjid Nabawi. Kompleks masjid ini lumauan luas dan memiliki area parkir yang dapat mengakomodasi kendaraan pengunjung yang datang. Selain mengunjungi masjid, para wisatawan juga bisa naik ke tower yang berada tak jauh dari tempat tersebut dan melihat keindahan kota Semarang dari ketinggian",Positif,99.26%
3493,"desain luar dan serambi depan mirip mesjid arab / madinah, ada payung besar yang bisa buka tutup secara hidrolis.. bagus keren parkiran luas dan sejuk, banyak pepohonan peneduh. cuma akses jalan masuk ke komplek masjid masih sempit dan setiap hari pasti macet lalu lintas penghuni dan orang-orang yang beraktifitas di seputarn MAJT",Netral,94.93%
3494,"""CCTV CUMA PAJANGAN"" kemarin tanggal 10 mei 2023 saya kehilangan helm, dan anehnya ""kata"" securty bilang kalau cctv rusak sejak tahun 2021 tapi kenapa tidak dibenerin ? disana saya cuma disuruh buat surat kehilangan. harap para pengunjung yang akan datang ke masjid raya, harap hati-hati dengan barang baawanya.",Negatif,99.98%
3495,"Masjid Agung Jawa Tengah merupakan salah satu ikon di kota Semarang. Masjid ini bisa dijadikan wisata religi, atau jadi tujuan untuk melaksanakan ibadah sholat. Arsitektur bangunan nya sangat bagus dan ikonik. Setelah sholat, istirahat sebentar dan menikmati indahnya arsitektur masjid ini. Banyak wisatawan yang mengabadikan keindahan masjid ini dengan berswa foto atau video. Sayang kalau kenangan yang indah tidak terdoiimentasi. Kita juga bisa menikmati pemandangan kota Semarang dari ketinggian tower masjid Agung ini. Ada lift yang disediakan untuk pengunjung.",Positif,97.55%
3496,"Bangunan masjid yang megah. Sejuk banget di dalamnya meskipun tidak pakai AC. Ada Al-Qur'an raksasa d pajang di dalam area masjid. Di area luar terdapat payung raksasa, yang dapat di buka dan di tutup sesuai kebutuhan (biasanya terbuka ketika hujan). Mempunyai halaman dan tempat parkir yang luas. Nyaman untuk wisata religi dan pastinya untuk beribadah.",Netral,95.45%
3497,"Masjid icon Warga Jawa Tengah karena terkenal dengan Payung yang mirip dengan payung yang ada di Masjidil Haram. Di Indonesia sendiri hanya ada 2 Masjid yang memiliki konsep payung, satu d Jateng dan satu di Aceh. Semoga selalu terawat kebersihan dan keindahan masjid ini",Positif,95.53%
3498,"masjid nya luas dan sering ada acara, tp payung nya ga pernah di buka & lantai di sekitaran payung kalau siang luar biasa puanasss poll",Negatif,99.95%
3499,"Area Masjid yang benar² bikin nyaman dan kerasan. View kalo habis shubuh dan menjelang sore emang terdabest. Mungkin fasilitas WC dan MCK yg perlu diperbanyak lagi. Krn kalo pas rame pengunjung antrenya luarbiasa.",Netral,92.05%
3500,"Cocok untuk menenangkan diri dan mendekatkan diri kepada Allah SWT",Positif,99.95%
3501,"Masjid yang megah nan indah, sering dijadikan tujuan wisata oleh turis. Fasilitasnya sangat lengkap dan terdapat kios-kios di sekitarnya. Tidak perlu khawatir karena parkirannya sangat luas. Di akhir pekan sering digunakan untuk berolahraga ataupun aktivitas lain di kompleks masjid",Positif,99.70%
3502,"Kalau ibuq kangen dengan suasana madinah, bisa lihat payung otomatis nya disini... 11 - 12 lah...hehehehe",Netral,99.98%
3503,"Mesjid yang indah desainnya parkiran kendaraan juga luass.",Positif,99.96%
3504,"Toiletnya banyak dan luas, Parkirnya kurang luas, Sholat berada dilantai paling atas Area sholat hanya terdapat kipas, Sementara payung raksasa hanya dibuka saat hari jumat dan pada saat ada acara besar",Negatif,92.79%
3505,"Masjid kebanggaan wong jawa tengah, tempat ibadah umat muslim sekaligus sebagai salah satu destinasi wisata alternatif di Jawa tengah. Tersedia aneka macam cindera mata dan pusat oleh oleh. Tempat parkir yg sangat luas mampu menampung ratusan kendaraan besar. Terdapat patung payung di halaman masjid yg biasanya akan terbuka menjelang sholat Jumat...",Positif,99.97%
3506,"Tempat berish kamar mandi di berish y masjid agung pria wanita masjid agung Semarang",Netral,99.99%
3507,"ada bagian yg kurang terawat",Negatif,99.90%
3508,"Masjid terbesar, tempat parkirnya juga sangat luas, bisa parkir banyak bus, mobil ada juga parkir basemen. Tempat ibadah sekaligus bisa jadi wisata religi. Lokasi mudah dicari, keluar pintu tol gayamsari sudah tidak terlalu jauh dan ada papan petunjuk yang bisa memandu pengunjung luar kota Semarang",Positif,99.83%
3509,"Masjidnya masyaallah indah dan luas banget, terus ada menara nya. Kalo mau naik menara waktu itu bayar 10rban. Pakai lift yang berkapasitas 4 orang. Dari atas menara masjid itu, kamu bisa lihat pemandangan yang menakjubkan. Hamparan rumah rumah warga. Dan masjid dari tampak atas, yg ada payung payung nya . Katanya sih mirip banget sama di mekkah. Terus dari atas menara kita bisa pakai teropong, ditukerin dulu pakai uang koin seribuan.",Positif,99.19%
3510,"Bagus tapi banyak pencuri sendal",Negatif,99.98%
3511,"Tempat luas, masjid paling besar di Jawa Tengah, menaranya memiliki fasilitas lift untuk sampai ke puncak, dari menara anda dapat melihat kota Semarang 360 derajat. Terdapat perpustakaan pula di masjid ini, convention center untuk yg ingin menyewa dg ukuran yg cukup luas. Parkirpun menyesuaikan dg kapasitas masjid dan convention center",Netral,94.49%
3512,"Masha Alloh.. masjid megah nan indah di kota Semarang",Positif,99.96%
3513,"Masjid yg megah dengan fasilitas yg lengkap. Masjid ini tidak hanya menjadi tempat ibadah tetapi juga merupakan objek wisata di Semarang. Sebagai objek wisata, tersedia lapangan parkir yg luas sehingga bisa menampung banyak kendaraan. Tempat makan juga tersedia. Namun kadang aspek wisata ini mengurangi nilai tempat ini sebagai tempat ibadah.",Positif,99.95%
3514,"Kali k'2 ksini, alhamdulillah bs shalat lg dsini dg perubahan n prkembangan yg baru lg",Netral,97.74%
3515,"Bagus",Positif,99.93%
3516,"Bagus tapi menurut saya harua di perbarui pencahayaan, membuat taman diarea masjid biar lebih bagus dan bangunan terkesan sudah taua, lebih baik di renovasi/di chat ulamg dengan tone warna yang lebih baru",Netral,97.02%
3517,"masjidnya megah, namun sedikit kurang terawat terutama kamar kecilnya",Negatif,98.71%
3518,"Bagi yang berkunjung ke Semarang, wajib banget beribadah di Masjid Agung Jawa Tengah ini, merupakam salah satu masjid yang sangat tersohor di Semarang. Masjid di setiap kota memiliki ciri khasnya masing-masing. Di Masjid Agung ini bisa merasakan naik ke menaranya loh dengan membeli tiket lalu naik lift keatas menaranya. Diatas menaranya juga tersedia teropong yang bisa melihat bintang2 dilangit maupun Kota Semarang. Disarankan untuk ke menaranya di malam hari setelah sholat isya', karna pemandangannya sangat indah, menikmati malamnya Kota Semarang diatas menara.",Netral,94.72%
3519,"Tempat ibadah kurang bersih. Jamaah yang berkunjung saat ibadah tidak teratur.",Negatif,99.97%
3520,"Bangun Area luar dan dalam Masjid Bagus Dan Luas Cuma Aktivitas Klw bisa dibangun Sekolah Madrasah biar tambah terlihat aktivitas Belajar tentang Islam karena banyak Ruangan kosong yg tak terpakai lebih suasana nya lebih modern...Acces pintu lewat belakang untuk pejalan kaki tidak ada.",Positif,99.96%
3521,"Masjid Agung Jawa Tengah juga dilengkapi beberapa fasilitas, seperti perpustakaan, auditorium, penginapan, ruang akad nikah, serta museum perkembangan Islam, dan kafe di bagian Menara Asmaul Husna. Di sebelah masjid, terdapat Menara Asmaul Husna (Al Husna Tower) yang memiliki ketinggian 99 meter. Dari puncak menara yang memiliki 19 lantai ini, Anda bisa menikmati keindahan Kota Semarang. Anda juga bisa melihat keindahan Kota Semarang menggunakan teropong pandang yang disediakan oleh pengelola masjid. Puas menyaksikan panorama Kota Semarang, Anda bisa bersantai di kafe yang terdapat di lantai 18. Kafe ini dapat berputar 360 derajat. Memandangi keindahan kota sambil menikmati makanan khas Semarang serta merasakan putaran perlahan tentu akan memberikan sensasi dan pengalaman tersendiri bagi Anda.",Netral,99.94%
3522,"SubkhanAllah...luar biasa masjid Agung ini. Masjid ini punya menara yang bisa diakses oleh umum sehingga jika pengunjung naik ke bagian atas menara, bisa melihat kota Semarang (sekeliling Masjid Agung). Selain itu dibeberapa lantai juga ada museum tentang kerajaan dan sesepuh Islam. Ada juga Aula besar yang sering digunakan untuk acara pernikahan ataupun kegiatan keagamaan. Untuk hari Jumat payung yang ada di masjid bagian luar akan terbuka untuk shalat Jumat. Secara keseluruhan bagus.",Positif,99.98%
3523,"INI KEREN BANGET! Suka dengan masjidnya. Besar, luas, adem dan nyaman! Di bagian dalam dan luar arsitekturnya khas dan tentunya keren pake banget. Jauh-jauh dari Jogja buat Wisata Religi kesini sama sekali gak sia-sia! Kalau ada waktu dan kesempatan pengen kesana lagi, soalnya yang kemarin belum puas wkwk. Di kompleks masjid juga ada menara yg dimana pengunjung bisa naik ke atas dan melihat pemandangan indahnya kota Semarang, mantul pokokke",Positif,99.98%
3524,"Cocok sebagai tempat wisata religi",Positif,99.98%
3525,"Masjid terbesar di semarang,menjadi salah satu tujuan wisata religi dan menjadi salah satu ikon kota semarang.",Netral,98.19%
3526,"Masjidnya bagus, bersih, tempat parkir luas, fasilitas nya juga lengkap",Positif,99.98%
3527,"Mesjid luas nan indah di Jawa Tengah",Netral,66.28%
3528,"Salah satu destinasi wisata di Semarang yang ramah buat anak anak... Bisa bebas berlarian kesana kemari dengan aman dipelataran depan masjid yang ada payungnya, idealnya pagi, sore ato malam, soalnya kalo siang panas banget...ada menara nya yang tinggi bisa melihat kota Semarang dari ketinggian..",Positif,97.10%
3529,"masjid agung jateng, besar bagus top lah",Positif,99.98%
3530,"Arsitekturnya keren...tempat wudhu juga bersih, semua bersih. Tp sayang pas kesana pas sore"" banyak yg jogging di halaman masjid pake baju ketat termasuk yg cewek"". Mungkin kalau lebih baik buat praturan untuk jogging jangan pakai baju ketat karna itu masih area masjid. Harap menghargai 😉",Negatif,99.06%
3531,"Semoga Allah merahmati orang yang berkunjung ke masjid ini",Positif,99.91%
3532,"MasyaAlloh megah banget .. Pengen kesini lagii ..",Positif,99.93%
3533,"Alhamdulillah majt sudah mulai dibuka, ahad 3 oktober sudah banyak bis2 ziarah singgah di majt, acara nikahan juga sudah mulai dibolehkan. Alangkah baiknya bila masuk majt diwajibkan memakai busana muslim. Semoga kedepannya akan lebih baik lagi.",Positif,99.70%
3534,"Masjid yang sangat megah, saking megahnya saya yang baru pertama kali kesana hampir nyasar nyari tempat sholatnya dimana atau saya yang ga baca tanda jalannya. Tempat wudunya juga sangat luas. Di tambah teras yang ada payung nguncupnya. Entah jika di isi penuh jamaah kira2 ada berapa ribu jemaah ya? Sedikit kurangnya, jika pengunjung tiba2 datang banyak, toilet tidak mampu menampung banyaknya pengunnjung, bahkan air wudupun tidak mengalir.",Netral,98.93%
3535,"MAJT begitulah singkatannya Letaknya mudah dijangkau Untuk masuknya sekitar 3-5 ribu Masjidnya cukup luar biasa Ada beberapa halamam untuk olahraga Beberapa bangunan pendukung seperti menara yg ada museumnya Juga masjid dengan icon payungnya Cocok untuk ibadah dan selfie Apalagi malam Lebih luar biasa",Positif,99.79%
3536,"Kondangan di gedung perpustakaan .... Usulnya sih kalo ada yg mau pesen tempat untuk acara tolong persiapkan tempatnya dgn baik sudah termasuk lampu kipas angin or ac ruang atau belum ....",Netral,99.98%
3537,"Meskipun baru diresmikan pada tanggal 14 Nopember 2006, namun masjid ini telah difungsikan untuk ibadah jauh sebelum tanggal tersebut. Masjid megah ini telah digunakan ibadah shalat jum’at untuk pertama kalinya pada tanggal 19 Maret 2004 dengan Khatib Drs. H. M. Chabib Thoha, MA, Kakanwil Depag Jawa Tengah. Di kompleks Masjid Agung Jawa Tengah Semarang ini terdapat Museum Perkembangan Islam Jawa Tengah di Tower Asmaul Husna Lantai 2 dan 3, Hotel Graha Agung di sisi Utara dan resto yang memiliki view terbaik di Kota Semarang ini di Tower Asmaul Husna Lantai 18. MAJT dijunjungi bukan hanya untuk beribadah saja, melainkan untuk kegiatan wisata juga. Masjid Agung Jawa Tengah yang memiliki luas lebih dari 7,500 meter persegi ini mampu menampung sekitar 16,000 jamaah. Selain bangunan utama masjid, di Masjid Agung Jawa Tengah juga terdapat berbagai fasilitas lain seperti ruang akad nikah, auditorium, perpustakaan, penginapan, museum budaya Islam, kafe, toko cenderamata, kereta kelinci, tempat bermain anak-anak, dan lain-lain.",Netral,98.80%
3538,"Tempatnya bersih dan luas..banyak wisatawan..",Positif,99.93%
3539,"Luas sekali, masjid agung Jawa tengah",Netral,98.20%
3540,"Masjid Agung jateng merupakan Masjid yg terbesar di jateng , didirikan pd masa pemerintahan SBY. Bangunannya sangat megah dan indah sehingga menambah semangat dlm beribadah . Dan selalu ingin berkunjung ke sana .",Positif,99.95%
3541,"Hati-hati bagi yang datang Siang Hari saat terik matahari, karena dari tempat melepas alas kaki ke pintu masuk masjid harus melewati lantai yg panas krn matahari sekitar 30 meter lebih...sebaiknya takmir mesjid menyediakan alas lantai. Ada alquran raksasa Dan bedug yang ukurannya besar. Bentuk mesjidnya seperti masjidil haram",Netral,99.68%
3542,"Masjidnya gede dan bagus, sayang kurang terawat",Negatif,98.99%
3543,"Masjid yang terletak di jalan Gajah, Semarang yang merupakan kebanggan masyarakat Jawa Tengah. Arsitektur bangunan memadukan budaya Jawa dan Arab. Halaman masjid luas, parkiran luas. Cocok untuk wisata religi. Mempunyai hall untuk acara tingkat lokal, nasional maupun internasional. Masjid yang Rekomended banget.",Positif,99.93%
3544,"Luar biasa bagus, dan disarankan hari jum'at saat payungnya mekar",Positif,99.52%
3545,"Masjid iconic di kota semarang... Sangat luas... Mempunyai banyak fasilitas... Mulai dr ballroom untuk berbagai acara, menyediakan wisma juga... Menara pandang yg bs buat menikmati kota semarang dr ketinggian...",Netral,82.07%
3546,"Berbagai momen saat disini. Salah satunya ketemu suami disini",Netral,99.99%
3547,"Awal tahun,januari 2019 alhamdulillah bisa mengunjungi masjid ini. Parkir kendaraan luas. Saat ke sini payung-payung nya tidak terbuka, menurut informasi payung2 dibuka saat jumat atau saat hari besar islam. Payung2 mirip di madinah, masjid nabawi. Ruang utama sholat terhampat karpet hijau. Ada mushaf alquran ukuran besar. Wudhu di lantai ground, kran wudhu banyak, toilet juga banyak.",Netral,99.97%
3548,"Area masjid luas banget. Sayangnya...akses menuju masjid sering macet.Ada menara yang bisa dinaikin hingga 18 tingkat sehingga bisa lihat pemandangan di kota semarang, malah disediain teleskop buat ngintip destinasi tertentu. Ini view di malam hari kalo dari pucuk menara.",Netral,99.92%
3549,"Area Mesjidnya sangat luas, sayangnya suara kipas angin terlalu berisik, ada nyamuk didalam mesjid sehingga sering digigit nyamuk ketika sedang mengaji. Tempat wudhunya terlalu jauh sehingga ketika batal agak repot harus turun tangga 2 lantai, seharusnya ada kran air tanpa toilet untuk sekedar berwudhu di lantai yang sama dengan area shalat. Pengeras suaranya kurang jelas terdengar sehingga jamaah di belakang kurang paham apa yang disampaikan di depan.",Negatif,99.82%
3550,"Masjid dg luas area 10 Ha. Besar sekali. Ada miniatur Kabah, tuk manasik haji di halaman. Parkir luas, cocok utk tempat singgah sholat dan mandi tuk rombongan besar. Tersedia 10 toilet di jamaah putri. Klu rombongan bus, biasax ketua rombongan mengisi buku tamu dan infaq seikhlasnya. Tersedia kuliner juga di sampjng masjid, jd bisa pesan catering juga. Ada balai pengobatan spt bekam, ruqyah. Area pinggir masjid, jg dipakai jogging oleh masyarakat sekitarx.",Positif,61.71%
3551,"Jam 2 sampai masjid agung Jawa tengah",Netral,99.98%
3552,"Salah satu masjid besar yg suasana nya nyaman",Positif,99.94%
3553,"Masjid kebanggaan masyarakat Jawa Tengah, khususnya warga kota Semarang. Masjid ini mampu menampung jamaah lebih dari 10.000 orang. Di lingkungan masjid juga ada toko cinderamata, warung makan, dan perkantoran. Menyewakan juga gedung pertemuan yg biasanya digunakan untuk acara resepsi pernikahan. Masjid ini juga memiliki menara, dimana pengunjung bisa menaikinya dan melihat pemandangan dari atas dengan menggunakan teropong berbayar",Positif,98.46%
3554,"The Great Mosque in Central Java located at Semarang City. Arsitekturnya perpaduan berbagai kebudayaan di dunia. Pelataran masjid yang terbuka luas dan terdapat payung yg dapat terbuka dan tertutup secara otomatis mengingatkan Masjid Nabawi di Madinah Arab Saudi. Lokasi wudhu berada di basement/bawah ruang shalat Utama. Masjid ini juga dilengkapi aula/ruang pertemuan yang biasa digunakan untuk berbagai kegiatan khususnya pernikahan. Di dalam masjid terdapat Mushaf Al-Qur'an raksasa yang ditulis tangan dan masih terjaga sampai saat ini.",Positif,84.60%
3555,"Bagusss arsitekturnya tapi ternyata gak semegah yg dibayangin. Beberapa sudut kayak abandoned gitu, terus signage juga kurang banget. Dari depan mau cari tempat wudhu harus muter-muter dulu karena ada beberapa pintu yang gabisa diakses. Kalo orang tua yang ke sini pasti bingung banget :( Terus pas mau solat juga cuma dikasih ruang di lantai atasnya lantai wudhu, bukannya di ruang sholat utama, ga ada karpetnya juga :( Waktu itu posisinya malam hari. Ga ngerti juga sih apakah emang ruang sholat utama cuma dibuka di jam2 tertentu.",Negatif,99.96%
3556,"Alhamdulillah, disela tugas merasakan sore di mesjid Agung - Semarang",Netral,99.97%
3557,"Masjid yang indah, harus singgah kalau ke semarang.",Netral,99.29%
3558,"Tempat ibadah yg cocok untuk wisata religi",Positif,90.05%
3559,"Alhamdulillah bisa solat di masjid agung",Positif,98.73%
3560,"Sangat bagus, arsitektur bergaya timur tengah kebarat baratan....",Positif,99.96%
3561,"Tempatnya keren dan bagus tp maaf toilet nya kurang banyak utk masjid sebesar itu. Jadi pas waktu wisata bnyk org ke toilet nya haruss antri hampir 30 menit lebih. Tingkatkan kualitas toilet dan tempat wudhu agar lbh bnyk dan bersih",Negatif,99.92%
3562,"Sangat luas..bagus sekali masjidnya..ramai pengunjung",Positif,99.99%
3563,"MasyaAllah masjidnya sangat luas, banyak tenpat utk istirahat sejenak di depan masjid. Ada menara towernya juga yg bs dinaiki pendatang. Di menara bisa melihat kota semarang dari atas.",Positif,99.92%
3564,"Masya Allah bagus banget. Namun kalau siang amat sangat panas. Ada menara yang dibuka untuk umum di jam tertentu berbayar 5000 per kepala. Di atas menara kita bisa lihat pemandangan kota Semarang sampai pantai. Di lantai bawah ada museum peradaban Islam. Ke atas menara naik lift. Ada gedung serbaguna yang disewakan untuk acara juga. Parkir luas dan berbayar. Ada toko toko di sekitaran yang juga jual souvenir, merchandise, dan aneka oleh oleh.",Positif,96.69%
3565,"mesjid yang keren ada di jawa tengah, di sini parkirnya bayar, dan udah jadi objek wisata,soalnya banyak bus pariwisata dan sovenir yang di jual disini, tapi yang ga enknya kalo panas, kaki kerasa kebar kalo jalan menuju mesjidnya. mesjidnya tidak tiap hari buka kubahnyanya paling pas sholat jumat dan sholat idul fitri dan idul adha",Netral,99.67%
3566,"Tempatnya Luas,,,Bagus,,,Fasilitas Lengkap. Setiap magrib juga ada kajian Rutin",Positif,99.95%
3567,"Masjid sebesar ini sayang, cari buat wudhu aja susah, kemaren hari ahad sore 0603/22 abis maghrib rencana mau sholat dimasjid agung satu bis rombongan sampai isya' gak nemuin air. Alhasil kami kecewa. Masjid sebesar ini pengelolaan air aja sampai kehabisan 🤦‍♂️",Negatif,99.99%
3568,"Masjid kebanggan masyarakat jawa tengah , megah nan luas , fasilitas juga sangat lengkap , museum , kuliner , fasum , gedung persewaan untuk acara"" , dan juga ada menara pandang nya untuk melihat view sebagian kota semarang ,..",Positif,99.83%
3569,"Terdapat fasilitas umum yang sangat baik untuk para jemaah, seperti kamar mandi yang bersih dan tempat penitipan barang. Masjid sangat nyaman dan bersih sehingga dapat lebih khusyuk saat beribadah. Mempunyai tempat parkir yang luas. Di halaman luar terdapat banyak pohon yang rindang untuk berteduh.",Positif,99.96%
3570,"Masjid Agung Jawa Tengah merupakan ikon bahwa agama Islam adalah agama yang mempersatukan. Yaitu, masjid ini desainnya modern dan klasik. Halaman yang luas menjadikan masjid ini sangat cukup jika dikunjungi ribuan orang. Masuk ke dalam masjid, kita akan melihat betapa luasnya masjid ini. Suasananya sangat nyaman dan damai. Di depan ada menara Al Husna yang merupakan salah satu identitas MAJT. Kita bisa naik ke atas untuk melihat pemandangan Kota Semarang.",Positif,99.98%
3571,"Masjid agung Jawa Tengah ini keren sekali loh, kelihatan sekali megah sekali , sayan gagal fokus dengan payung di teras masjid, gede banget mirip yang ada di masjid Nabawi Arab Saudi sana. Di samping masjid juga ada menara Al Husna, teman teman juga bisa naik ke menara setinggi 19 lantai dengan membayar Waqof 10 ribu saja. Melihat pemandangan dari ketinggian segitu jadi rasanya seperti di Monas Jakarta",Positif,99.59%
3572,"Bagus, sayang akses jalan dari tol sempit & semrawut",Negatif,99.96%
3573,"Sepi dan kosong kalau bukan hari libur, menara buka sampai jam lima sore, kalau berkunjung pagi sampai siang bisa mengunjungi museum perkembangan Islam di tengah-tengah menara.",Netral,99.98%
3574,"Masjid terluas yang pernah dikunjungi. Kalo area sholat utamanya emang gerah, paling tips sholat di bawah aja, adem. Satu lantai di atas tempat wudhu. Terus disini asa menara yang bisa dinaiki lift. Ada museum di lantai 2 dan 3 kalo gak salah. Dan teropong buat liat kota Semarang di puncak. Buat pake teropong pake koin 1000 rupiah",Netral,99.88%
3575,"Mesjidnya indah sekali...keren lah 👍",Positif,99.98%
